Open Device Successfully!
Device Count: 1
Device Index: 0
S/N: F1480723
Pixel Count: 512
HW Version: 10000006
FW Version: 10000020
DLL Version: 21502063
Open Device Successfully!
Device Count: 1
Device Index: 0
S/N: F1480723
Pixel Count: 512
HW Version: 10000006
FW Version: 10000020
DLL Version: 21502063
Integration Time: 1000 us
Line Rate: 889 Hz
Load Calibration Data Successfully
Pixel,  Wavelength(nm)
第28组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第29组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第30组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第31组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第32组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第33组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第34组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第35组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第36组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第37组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第38组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第39组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第40组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第41组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第42组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第43组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第44组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第45组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第46组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第47组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第48组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第49组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第50组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第51组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第52组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第53组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第54组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第55组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第56组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第57组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第58组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第59组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第60组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第61组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第62组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第63组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第64组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第65组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第66组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第67组数据：
Peak Count: 0
Peak#, Peak Pixel, Peak Power
第68组数据：
Peak Count: 1
Peak#, Peak Pixel, Peak Power
01, 1543.289, 3841.873
第69组数据：
Peak Count: 1
Peak#, Peak Pixel, Peak Power
01, 1543.291, 4341.655
第70组数据：
Peak Count: 1
Peak#, Peak Pixel, Peak Power
01, 1543.291, 4803.164
第71组数据：
Peak Count: 1
Peak#, Peak Pixel, Peak Power
01, 1543.289, 4888.512
第72组数据：
Peak Count: 1
Peak#, Peak Pixel, Peak Power
01, 1543.290, 4863.082
第73组数据：
Peak Count: 1
Peak#, Peak Pixel, Peak Power
01, 1543.291, 4876.111
第74组数据：
Peak Count: 1
Peak#, Peak Pixel, Peak Power
01, 1543.290, 4899.860
第75组数据：
Peak Count: 1
Peak#, Peak Pixel, Peak Power
01, 1543.292, 4887.792
第76组数据：
Peak Count: 1
Peak#, Peak Pixel, Peak Power
01, 1543.291, 4981.465
第77组数据：
Peak Count: 1
Peak#, Peak Pixel, Peak Power
01, 1543.290, 5683.938
第78组数据：
Peak Count: 1
Peak#, Peak Pixel, Peak Power
01, 1543.290, 7247.833
第79组数据：
Peak Count: 1
Peak#, Peak Pixel, Peak Power
01, 1543.290, 8197.861
第80组数据：
Peak Count: 1
Peak#, Peak Pixel, Peak Power
01, 1543.290, 8311.703
第81组数据：
Peak Count: 1
Peak#, Peak Pixel, Peak Power
01, 1543.290, 8295.127
第82组数据：
Peak Count: 1
Peak#, Peak Pixel, Peak Power
01, 1543.290, 8276.957
第83组数据：
Peak Count: 1
Peak#, Peak Pixel, Peak Power
01, 1543.290, 8248.322
第84组数据：
Peak Count: 1
Peak#, Peak Pixel, Peak Power
01, 1543.290, 8268.293
第85组数据：
Peak Count: 1
Peak#, Peak Pixel, Peak Power
01, 1543.290, 8466.821
第86组数据：
Peak Count: 1
Peak#, Peak Pixel, Peak Power
01, 1543.290, 9646.042
第87组数据：
Peak Count: 1
Peak#, Peak Pixel, Peak Power
01, 1543.290, 13924.988
第88组数据：
Peak Count: 1
Peak#, Peak Pixel, Peak Power
01, 1543.290, 19969.035
第89组数据：
Peak Count: 1
Peak#, Peak Pixel, Peak Power
01, 1543.290, 22485.740
第90组数据：
Peak Count: 1
Peak#, Peak Pixel, Peak Power
01, 1543.290, 22709.698
第91组数据：
Peak Count: 1
Peak#, Peak Pixel, Peak Power
01, 1543.290, 22856.919
第92组数据：
Peak Count: 1
Peak#, Peak Pixel, Peak Power
01, 1543.290, 22840.807
第93组数据：
Peak Count: 1
Peak#, Peak Pixel, Peak Power
01, 1543.290, 22685.427
第94组数据：
Peak Count: 1
Peak#, Peak Pixel, Peak Power
01, 1543.290, 22905.506
第95组数据：
Peak Count: 1
Peak#, Peak Pixel, Peak Power
01, 1543.290, 25201.140
