Pixel,  Wavelength(nm)
1568.595,    3285
1568.684,    3281
1568.774,    3277
1568.864,    3279
1568.954,    3275
1569.043,    3266
1569.133,    3272
1569.221,    3251
1569.311,    3279
1569.401,    3256
1569.491,    3279
1569.580,    3259
1569.670,    3277
1569.759,    3238
1569.848,    3270
1569.938,    3274
1570.026,    3259
1570.115,    3253
1570.205,    3273
1570.293,    3253
1570.382,    3297
1570.471,    3258
1570.560,    3278
2014_11_24 18_51_02
第1组数据：
Peak Count: 1
Peak#, Peak Pixel, Peak Power
01, 1543.276, 65864.805
2014_11_24 18_51_02
2014_11_24 18_51_02
0
2014_11_24 18_51_03
第1组数据：
Peak Count: 1
Peak#, Peak Pixel, Peak Power
01, 1543.276, 65864.805
2014_11_24 18_51_03
2014_11_24 18_51_03
0
2014_11_24 18_51_03
第1组数据：
Peak Count: 1
Peak#, Peak Pixel, Peak Power
01, 1543.276, 65864.805
2014_11_24 18_51_03
2014_11_24 18_51_03
0
2014_11_24 18_51_03
第1组数据：
Peak Count: 1
Peak#, Peak Pixel, Peak Power
01, 1543.276, 65864.805
2014_11_24 18_51_03
2014_11_24 18_51_03
0
2014_11_24 18_51_04
第1组数据：
Peak Count: 1
Peak#, Peak Pixel, Peak Power
01, 1543.276, 65864.805
2014_11_24 18_51_04
2014_11_24 18_51_04
0
2014_11_24 18_51_04
第1组数据：
Peak Count: 1
Peak#, Peak Pixel, Peak Power
01, 1543.276, 65863.952
2014_11_24 18_51_04
2014_11_24 18_51_04
0
2014_11_24 18_51_04
第1组数据：
Peak Count: 1
Peak#, Peak Pixel, Peak Power
01, 1543.276, 65863.952
2014_11_24 18_51_04
2014_11_24 18_51_04
0
2014_11_24 18_51_05
第1组数据：
Peak Count: 1
Peak#, Peak Pixel, Peak Power
01, 1543.276, 65863.952
2014_11_24 18_51_05
2014_11_24 18_51_05
0
2014_11_24 18_51_05
第1组数据：
Peak Count: 1
Peak#, Peak Pixel, Peak Power
01, 1543.276, 65863.952
2014_11_24 18_51_05
2014_11_24 18_51_05
0
2014_11_24 18_51_05
第1组数据：
Peak Count: 1
Peak#, Peak Pixel, Peak Power
01, 1543.276, 65863.952
2014_11_24 18_51_05
2014_11_24 18_51_05
0
2014_11_24 18_51_05
第1组数据：
Peak Count: 1
Peak#, Peak Pixel, Peak Power
01, 1543.276, 65863.952
2014_11_24 18_51_05
2014_11_24 18_51_05
0
2014_11_24 18_51_06
第1组数据：
Peak Count: 1
Peak#, Peak Pixel, Peak Power
01, 1543.276, 65863.952
2014_11_24 18_51_06
2014_11_24 18_51_06
0
2014_11_24 18_51_06
第1组数据：
Peak Count: 1
Peak#, Peak Pixel, Peak Power
01, 1543.276, 65863.952
2014_11_24 18_51_06
2014_11_24 18_51_06
0
2014_11_24 18_51_06
第1组数据：
Peak Count: 1
Peak#, Peak Pixel, Peak Power
01, 1543.276, 65863.952
2014_11_24 18_51_06
2014_11_24 18_51_06
0
2014_11_24 18_51_07
第1组数据：
Peak Count: 1
Peak#, Peak Pixel, Peak Power
01, 1543.276, 65863.952
2014_11_24 18_51_07
2014_11_24 18_51_07
0
2014_11_24 18_51_07
第1组数据：
Peak Count: 1
Peak#, Peak Pixel, Peak Power
01, 1543.276, 65863.952
2014_11_24 18_51_07
2014_11_24 18_51_07
0
2014_11_24 18_51_08
第1组数据：
Peak Count: 1
Peak#, Peak Pixel, Peak Power
01, 1543.276, 65863.952
2014_11_24 18_51_08
2014_11_24 18_51_08
0
2014_11_24 18_51_08
第1组数据：
Peak Count: 1
Peak#, Peak Pixel, Peak Power
01, 1543.276, 65863.952
2014_11_24 18_51_08
2014_11_24 18_51_08
0
