Open Device Successfully!
Device Count: 1
Device Index: 0
S/N: F1480723
Pixel Count: 512
HW Version: 10000006
FW Version: 10000020
DLL Version: 21502063
Load Calibration Data Successfully
Integration Time: 20 us
Line Rate: 5000 Hz
Pixel,  Wavelength(nm)
1537.115,    3265
1537.215,    3266
1537.317,    3285
1537.418,    3267
1537.519,    3264
1537.622,    3278
1537.722,    3268
1537.824,    3258
1537.926,    3280
1538.026,    3261
1538.129,    3275
1538.229,    3260
1538.331,    3257
1538.432,    3252
1538.532,    3259
1538.634,    3224
1538.736,    3270
1538.836,    3248
1538.938,    3254
1539.038,    3253
1539.139,    3252
1539.240,    3234
1539.340,    3251
1539.442,    3245
1539.542,    3236
1539.643,    3242
1539.744,    3235
1539.844,    3228
1539.945,    3221
1540.046,    3230
1540.147,    3242
1540.248,    3213
1540.348,    3223
1540.448,    3230
1540.549,    3218
1540.648,    3223
1540.749,    3236
1540.849,    3225
1540.949,    3230
1541.050,    3250
1541.149,    3225
1541.249,    3247
1541.351,    3239
1541.449,    3239
1541.551,    3261
1541.650,    3256
1541.750,    3223
1541.851,    3245
1541.949,    3227
1542.050,    3246
1542.149,    3240
1542.249,    3252
1542.350,    3238
1542.449,    3253
1542.549,    3264
1542.649,    3270
1542.747,    3246
1542.847,    3266
1542.948,    3280
1543.046,    3257
1543.147,    3241
1543.245,    3280
1543.345,    3252
1543.445,    3265
1543.543,    3251
1543.643,    3268
1543.742,    3251
1543.840,    3281
1543.940,    3267
1544.038,    3286
1544.137,    3282
1544.237,    3296
1544.335,    3287
1544.435,    3309
1544.535,    3294
1544.632,    3297
1544.732,    3287
1544.831,    3315
1544.929,    3284
1545.029,    3305
1545.126,    3285
1545.225,    3298
1545.324,    3293
1545.421,    3285
1545.522,    3265
1545.620,    3297
1545.718,    3260
1545.818,    3287
1545.915,    3286
1546.013,    3281
1546.113,    3281
1546.209,    3272
1546.308,    3289
1546.406,    3268
1546.504,    3272
1546.604,    3267
1546.701,    3269
1546.799,    3284
1546.898,    3279
1546.994,    3275
1547.092,    3277
1547.191,    3280
1547.287,    3265
1547.387,    3275
1547.484,    3277
1547.581,    3277
1547.681,    3296
1547.777,    3254
1547.875,    3269
1547.973,    3273
1548.069,    3272
1548.167,    3268
1548.265,    3257
1548.362,    3249
1548.461,    3238
1548.558,    3249
1548.654,    3229
1548.753,    3241
1548.849,    3244
1548.947,    3268
1549.045,    3305
1549.141,    3424
1549.238,    3448
1549.336,    3393
1549.432,    3435
1549.530,    3636
1549.626,    3646
1549.723,    3748
1549.821,    5537
1549.916,    21567
1550.015,    58073
1550.112,    61380
1550.207,    24392
1550.304,    7614
1550.401,    4481
1550.497,    3507
1550.594,    3354
1550.690,    3324
1550.787,    3300
1550.885,    3298
1550.980,    3241
1551.076,    3288
1551.173,    3270
1551.268,    3278
1551.365,    3282
1551.462,    3274
1551.557,    3280
1551.655,    3295
1551.751,    3257
1551.847,    3309
1551.944,    3273
1552.039,    3269
1552.135,    3257
1552.232,    3276
1552.326,    3291
1552.422,    3334
1552.519,    3291
1552.613,    3314
1552.710,    3289
1552.806,    3316
1552.901,    3317
1552.999,    3330
1553.094,    3296
1553.190,    3326
1553.286,    3326
1553.380,    3326
1553.475,    3293
1553.572,    3310
1553.665,    3288
1553.761,    3301
1553.857,    3292
1553.951,    3292
1554.047,    3301
1554.143,    3301
1554.238,    3303
1554.334,    3294
1554.428,    3283
1554.523,    3306
1554.620,    3308
1554.714,    3271
1554.809,    3285
1554.905,    3286
1554.999,    3281
1555.094,    3272
1555.190,    3262
1555.284,    3250
1555.379,    3262
1555.474,    3273
1555.567,    3274
1555.663,    3277
1555.758,    3267
1555.852,    3251
1555.948,    3270
1556.042,    3240
1556.137,    3256
1556.233,    3258
1556.326,    3231
1556.420,    3264
1556.515,    3248
1556.608,    3242
1556.702,    3237
1556.797,    3239
1556.891,    3242
1556.986,    3223
1557.080,    3226
1557.173,    3235
1557.269,    3232
1557.363,    3212
1557.456,    3216
1557.551,    3219
1557.645,    3223
1557.738,    3223
1557.833,    3243
1557.926,    3246
1558.020,    3225
1558.115,    3242
1558.208,    3234
1558.302,    3258
1558.396,    3254
1558.488,    3233
1558.582,    3224
1558.677,    3243
1558.769,    3240
1558.864,    3211
1558.958,    3216
1559.050,    3235
1559.145,    3231
1559.238,    3240
1559.331,    3226
1559.425,    3261
1559.517,    3240
1559.610,    3249
1559.704,    3246
1559.796,    3265
1559.890,    3256
1559.983,    3241
1560.076,    3230
1560.169,    3270
1560.263,    3231
1560.356,    3264
1560.448,    3245
1560.541,    3260
1560.634,    3254
1560.727,    3285
1560.820,    3236
1560.912,    3277
1561.006,    3268
1561.099,    3287
1561.191,    3276
1561.283,    3292
1561.376,    3284
1561.468,    3327
1561.560,    3288
1561.653,    3313
1561.745,    3284
1561.838,    3307
1561.931,    3295
1562.023,    3318
1562.116,    3290
1562.208,    3295
1562.300,    3268
1562.392,    3273
1562.485,    3283
1562.576,    3294
1562.668,    3287
1562.761,    3284
1562.853,    3297
1562.944,    3296
1563.037,    3261
1563.129,    3297
1563.221,    3273
1563.313,    3284
1563.404,    3263
1563.496,    3287
1563.588,    3273
1563.679,    3273
1563.771,    3273
1563.863,    3296
1563.955,    3270
1564.047,    3264
1564.138,    3268
1564.229,    3265
1564.321,    3253
1564.413,    3269
1564.503,    3258
1564.595,    3261
1564.687,    3262
1564.777,    3270
1564.869,    3255
1564.961,    3233
1565.051,    3248
1565.143,    3256
1565.234,    3245
1565.325,    3236
